; -0.512835;0.865607;0.791447
; -0.512835;0.865607;0.791447
; -0.512835;0.865607;0.791447
; -0.512835;0.865607;0.791447
; -0.512838;0.865606;0.791453
; -0.512835;0.865607;0.791447
; -0.512835;0.865607;0.791447
; -0.512835;0.865607;0.791447
; -0.512835;0.865607;0.791447
; -0.512744;0.865231;0.793347
; -0.512744;0.865231;0.793347
; -0.512744;0.865231;0.793347
; -0.512744;0.865231;0.793347
; -0.51277;0.865248;0.793309
; -0.51277;0.865248;0.793309
; -0.512775;0.865255;0.793312
; -0.512775;0.865255;0.793312
; -0.512776;0.865254;0.793314
; -0.512776;0.865254;0.793314
; -0.512776;0.865254;0.793314
; -0.512776;0.865254;0.793314
; -0.512775;0.865255;0.793312
; -0.512775;0.865255;0.793312
; -0.512775;0.865255;0.793312
; -0.512775;0.865255;0.793312
; -0.512776;0.865254;0.793314
; -0.512776;0.865254;0.793314
; -0.512873;0.865318;0.793183
; -0.512873;0.865318;0.793183
; -0.512873;0.865318;0.793183
; -0.512873;0.865318;0.793183
; -0.512873;0.865318;0.793183
; -0.512748;0.865064;0.794056
; -0.512704;0.865024;0.794302
; -0.512702;0.865023;0.794299
; -0.512704;0.865024;0.794302
; -0.512704;0.865024;0.794302
; -0.512704;0.865024;0.794302
; -0.512704;0.865024;0.794302
; -0.512704;0.865024;0.794302
; -0.512704;0.865024;0.794302
; -0.512704;0.865024;0.794302
; -0.512704;0.865024;0.794302
; -0.512702;0.865023;0.794299
; -0.512786;0.865079;0.794165
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512786;0.865079;0.794165
; -0.512786;0.865079;0.794165
; -0.512786;0.865079;0.794165
; -0.512786;0.865079;0.794165
; -0.512786;0.865079;0.794165
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512781;0.865079;0.794157
; -0.512675;0.864878;0.79514
; -0.512675;0.864878;0.79514
; -0.51267;0.864877;0.795131
; -0.51267;0.864877;0.795131
; -0.512665;0.864876;0.795124
; -0.512665;0.864876;0.795124
; -0.512665;0.864876;0.795124
; -0.512665;0.864876;0.795124
; -0.512665;0.864876;0.795124
; -0.51267;0.864877;0.795131
; -0.51267;0.864877;0.795131
; -0.51267;0.864877;0.795131
; -0.51267;0.864877;0.795131
; -0.512665;0.864876;0.795124
; -0.512665;0.864876;0.795124
; -0.512665;0.864876;0.795124
; -0.512665;0.864876;0.795124
; -0.512665;0.864876;0.795124
; -0.512665;0.864876;0.795124
; -0.512665;0.864876;0.795124
; -0.512705;0.864932;0.794931
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512705;0.864932;0.794931
; -0.512705;0.864932;0.794931
; -0.512705;0.864932;0.794931
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512701;0.86493;0.794924
; -0.512702;0.86493;0.794921
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.51273;0.864981;0.794713
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.512728;0.864982;0.794708
; -0.51264;0.864815;0.795348
; -0.51264;0.864815;0.795348
; -0.51264;0.864815;0.795348
; -0.512654;0.86486;0.795126
; -0.512654;0.86486;0.795126
; -0.512651;0.86486;0.795122
; -0.512651;0.86486;0.795122
; -0.512651;0.86486;0.795122
; -0.512651;0.86486;0.795122
; -0.512651;0.86486;0.795122
; -0.512651;0.86486;0.795122
; -0.512651;0.86486;0.795122
; -0.512654;0.86486;0.795126
; -0.512654;0.86486;0.795126
; -0.512654;0.86486;0.795126
; -0.512651;0.86486;0.795122
; -0.512651;0.86486;0.795122
; -0.512651;0.86486;0.795122
; -0.512651;0.86486;0.795122
; -0.512651;0.86486;0.795122
; -0.512635;0.86483;0.795314
; -0.512656;0.864853;0.795184
; -0.512656;0.864853;0.795184
; -0.512656;0.864853;0.795184
; -0.512656;0.864853;0.795184
; -0.512656;0.864853;0.795184
; -0.512656;0.864853;0.795184
; -0.512656;0.864853;0.795183
; -0.512656;0.864853;0.795184
; -0.512656;0.864853;0.795184
; -0.512656;0.864853;0.795184
; -0.512656;0.864853;0.795184
; -0.512656;0.864853;0.795183
; -0.512656;0.864853;0.795183
; -0.512656;0.864852;0.795183
; -0.512656;0.864852;0.795183
; -0.512656;0.864852;0.795183
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794946
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794948
; -0.512662;0.864902;0.794948
