1612790879;-0.752569;2,447916667;0.607645;13.27.59,00;1612790879
1,61279E+16;-0.752569;2,447916667;0.607645;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.752569;2,447916667;0.607645;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.752569;2,447916667;0.607645;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708387;1.41282;0.727823;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708361;1.41282;0.727876;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708361;1.41282;0.727876;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708361;1.41282;0.727876;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708361;1.41282;0.727876;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708361;1.41282;0.727876;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708361;1.41282;0.727876;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708387;1.41282;0.727823;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708387;1.41282;0.727823;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708387;1.41282;0.727823;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708387;1.41282;0.727823;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708387;1.41282;0.727823;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708361;1.41282;0.727876;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.708361;1.41282;0.727876;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.705216;1.41459;0.737939;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.705202;1.41457;0.737964;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.705202;1.41457;0.737964;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.705202;1.41457;0.737964;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.705202;1.41457;0.737964;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.705202;1.41457;0.737964;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.705192;1.41456;0.737969;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.705202;1.41457;0.737964;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.705202;1.41457;0.737964;###############################################################################################################################################################################################################################################################;1,61279E+16
1,61279E+16;-0.705192;1.41456;0.737969;###############################################################################################################################################################################################################################################################;1,61279E+16
