16128655144901754,-1.23324,0.610422,-1.27157
16128655144910395,-1.23324,0.610422,-1.27157
16128655144916833,-1.23324,0.610424,-1.27157
16128655144922439,-1.23324,0.610424,-1.27157
16128655144928079,-1.23324,0.610424,-1.27157
16128655144933340,-1.23324,0.610424,-1.27157
16128655144938757,-1.23324,0.610424,-1.27157
16128655144944914,-1.23324,0.610424,-1.27157
16128655144950333,-1.23324,0.610422,-1.27157
16128655144956619,-1.23324,0.610422,-1.27157
16128655144962894,-1.23324,0.610422,-1.27157
16128655144967926,-1.23324,0.610422,-1.27157
16128655144972796,-1.23324,0.610424,-1.27157
16128655144991028,-1.23325,0.610426,-1.27158
16128655144998459,-1.23325,0.610426,-1.27158
16128655145003466,-1.23325,0.610426,-1.27158
16128655145008052,-1.23324,0.610362,-1.27152
16128655145012524,-1.23324,0.610362,-1.27152
16128655145017084,-1.23324,0.610362,-1.27152
16128655145021589,-1.23324,0.610362,-1.27152
16128655145026088,-1.23324,0.610362,-1.27152
16128655145030789,-1.23324,0.610362,-1.27152
16128655145035523,-1.23324,0.61036,-1.27152
16128655145040440,-1.23324,0.610362,-1.27152
16128655145045537,-1.23324,0.610362,-1.27152
16128655145051644,-1.23324,0.610362,-1.27152
16128655145057172,-1.23324,0.610362,-1.27152
16128655145063821,-1.23324,0.610362,-1.27152
16128655145069039,-1.23324,0.61036,-1.27152
16128655145075162,-1.23324,0.61036,-1.27152
16128655145095898,-1.23321,0.610366,-1.27162
16128655145103075,-1.23321,0.610366,-1.27162
16128655145109495,-1.23321,0.610366,-1.27162
16128655145116562,-1.23321,0.610366,-1.27162
16128655145123081,-1.23321,0.610366,-1.27162
16128655145129264,-1.23321,0.610366,-1.27162
16128655145136422,-1.23321,0.610366,-1.27162
16128655145142456,-1.23321,0.610366,-1.27162
16128655145147946,-1.23321,0.610369,-1.27162
16128655145152926,-1.23321,0.610366,-1.27162
16128655145157826,-1.23321,0.610366,-1.27162
16128655145162790,-1.23321,0.610366,-1.27162
16128655145167350,-1.23321,0.610366,-1.27162
16128655145171711,-1.23321,0.610366,-1.27162
16128655145176622,-1.23321,0.610366,-1.27162
16128655145195130,-1.2332,0.610358,-1.27164
16128655145200460,-1.2332,0.610358,-1.27164
16128655145204899,-1.2332,0.610358,-1.27164
16128655145209569,-1.2332,0.610358,-1.27164
16128655145214375,-1.2332,0.610356,-1.27164
16128655145219182,-1.2332,0.610356,-1.27164
16128655145224264,-1.2332,0.610356,-1.27164
16128655145229390,-1.2332,0.610356,-1.27164
16128655145234467,-1.2332,0.610356,-1.27164
16128655145239292,-1.2332,0.610356,-1.27164
16128655145244057,-1.2332,0.610358,-1.27164
16128655145249030,-1.2332,0.610358,-1.27164
16128655145253658,-1.2332,0.610358,-1.27164
16128655145258394,-1.2332,0.610358,-1.27164
16128655145264622,-1.2332,0.610358,-1.27164
16128655145270068,-1.2332,0.610358,-1.27164
16128655145274792,-1.2332,0.610356,-1.27164
16128655145279335,-1.2332,0.610356,-1.27164
16128655145297106,-1.23322,0.610353,-1.2716
16128655145302585,-1.23322,0.61035,-1.2716
16128655145307752,-1.23322,0.61035,-1.2716
16128655145312766,-1.23322,0.61035,-1.2716
16128655145317601,-1.23322,0.61035,-1.2716
16128655145322394,-1.23322,0.61035,-1.2716
16128655145326978,-1.23322,0.61035,-1.2716
16128655145331611,-1.23322,0.61035,-1.2716
16128655145336545,-1.23322,0.61035,-1.2716
16128655145341499,-1.23322,0.61035,-1.2716
16128655145346608,-1.23322,0.61035,-1.2716
16128655145351409,-1.23322,0.61035,-1.2716
16128655145356098,-1.23322,0.61035,-1.2716
16128655145360949,-1.23322,0.61035,-1.2716
16128655145365533,-1.23322,0.61035,-1.2716
16128655145370278,-1.23322,0.61035,-1.2716
16128655145377270,-1.23322,0.61035,-1.2716
16128655145382298,-1.23322,0.61035,-1.2716
16128655145460431,-1.23315,0.610368,-1.27173
16128655145466563,-1.23315,0.610368,-1.27173
16128655145472937,-1.23315,0.610368,-1.27173
16128655145478596,-1.23315,0.610368,-1.27173
16128655145483324,-1.23315,0.610368,-1.27173
16128655145489430,-1.23315,0.610367,-1.27174
16128655145495047,-1.23315,0.610369,-1.27174
16128655145499844,-1.23319,0.610368,-1.27172
16128655145504180,-1.23319,0.610368,-1.27172
16128655145508745,-1.23319,0.610368,-1.27172
16128655145513551,-1.23319,0.610366,-1.27172
16128655145518000,-1.23319,0.610366,-1.27172
16128655145522779,-1.23319,0.610366,-1.27172
16128655145527514,-1.23319,0.610366,-1.27172
16128655145532099,-1.23319,0.610366,-1.27172
16128655145536959,-1.23319,0.610366,-1.27172
16128655145542406,-1.23319,0.610368,-1.27172
16128655145547315,-1.23319,0.610368,-1.27172
16128655145552253,-1.23319,0.610368,-1.27172
16128655145557534,-1.23319,0.610366,-1.27172
16128655145563788,-1.23319,0.610366,-1.27172
16128655145570070,-1.23319,0.610366,-1.27172
16128655145577079,-1.23319,0.610366,-1.27172
16128655145584270,-1.23319,0.610366,-1.27172
16128655145591564,-1.2332,0.610359,-1.27175
16128655145598020,-1.2332,0.610359,-1.27175
16128655145603743,-1.2332,0.610359,-1.27175
16128655145609717,-1.2332,0.610359,-1.27175
16128655145615904,-1.23318,0.610373,-1.27178
16128655145621649,-1.2332,0.610381,-1.27179
16128655145627661,-1.2332,0.610381,-1.27179
16128655145633718,-1.2332,0.610381,-1.27179
16128655145639534,-1.2332,0.610381,-1.27179
16128655145645424,-1.2332,0.610381,-1.27179
16128655145651417,-1.2332,0.610381,-1.27179
16128655145657623,-1.2332,0.610381,-1.27179
16128655145663520,-1.2332,0.610381,-1.27179
16128655145669211,-1.2332,0.610381,-1.27179
16128655145675281,-1.2332,0.610381,-1.27179
16128655145681445,-1.2332,0.610381,-1.27179
16128655145687912,-1.2332,0.610381,-1.27179
16128655145695872,-1.23321,0.610445,-1.27185
16128655145702144,-1.23321,0.610445,-1.27185
16128655145707861,-1.23321,0.610445,-1.27185
16128655145713865,-1.23321,0.610445,-1.27185
16128655145720042,-1.23321,0.610443,-1.27185
16128655145726124,-1.23321,0.610443,-1.27185
16128655145732377,-1.23321,0.610443,-1.27185
16128655145738394,-1.23321,0.610443,-1.27185
16128655145744151,-1.23321,0.610443,-1.27185
16128655145749966,-1.23321,0.610443,-1.27185
16128655145756228,-1.23321,0.610443,-1.27185
16128655145762791,-1.23321,0.610443,-1.27185
16128655145768626,-1.23321,0.610443,-1.27185
16128655145775122,-1.23321,0.610443,-1.27185
16128655145783622,-1.23321,0.610443,-1.27185
16128655145793878,-1.23321,0.610443,-1.27185
16128655145803230,-1.23322,0.610455,-1.27188
16128655145810902,-1.23327,0.610461,-1.27187
16128655145818205,-1.23327,0.610461,-1.27187
16128655145826588,-1.23327,0.610461,-1.27187
16128655145834484,-1.23327,0.610461,-1.27187
16128655145841506,-1.23325,0.610515,-1.2719
16128655145849151,-1.23325,0.610515,-1.2719
16128655145856243,-1.23327,0.610461,-1.27187
16128655145864693,-1.23327,0.610461,-1.27187
16128655145872367,-1.23325,0.610515,-1.2719
16128655145878789,-1.23325,0.610515,-1.2719
16128655145885937,-1.23325,0.610515,-1.2719
16128655145894020,-1.23325,0.610515,-1.2719
16128655145901913,-1.23326,0.610525,-1.27192
16128655145909506,-1.23326,0.610525,-1.27192
16128655145917602,-1.23326,0.610522,-1.27192
16128655145924155,-1.23326,0.610522,-1.27192
16128655145930352,-1.23326,0.610522,-1.27192
16128655145938238,-1.23326,0.610522,-1.27192
16128655145944763,-1.23326,0.610524,-1.27193
16128655145951637,-1.23326,0.610524,-1.27193
16128655145958326,-1.23326,0.610522,-1.27192
16128655145965655,-1.23326,0.610522,-1.27192
16128655145972820,-1.23326,0.610522,-1.27192
16128655145980062,-1.23326,0.610522,-1.27192
16128655145987654,-1.23326,0.610524,-1.27193
16128655145994210,-1.23326,0.610524,-1.27193
16128655146003041,-1.23329,0.610462,-1.27185
16128655146010160,-1.23329,0.610462,-1.27185
16128655146017811,-1.23329,0.610462,-1.27185
16128655146025308,-1.23329,0.610462,-1.27185
16128655146032891,-1.23329,0.610462,-1.27185
16128655146040418,-1.23324,0.610475,-1.27184
16128655146047313,-1.23324,0.610475,-1.27184
16128655146053424,-1.23329,0.610462,-1.27185
16128655146061044,-1.23329,0.610462,-1.27185
16128655146068677,-1.23324,0.610475,-1.27184
16128655146076235,-1.23324,0.610475,-1.27184
16128655146083589,-1.23324,0.610475,-1.27184
16128655146091876,-1.23324,0.610475,-1.27184
16128655146100621,-1.23324,0.610475,-1.27184
16128655146110089,-1.23325,0.610475,-1.27186
16128655146118724,-1.23325,0.610475,-1.27186
16128655146125321,-1.23325,0.610477,-1.27186
16128655146131830,-1.23325,0.610477,-1.27186
16128655146138241,-1.23325,0.610477,-1.27186
16128655146144988,-1.23325,0.610477,-1.27186
16128655146151159,-1.23325,0.610477,-1.27186
16128655146158418,-1.23325,0.610477,-1.27186
16128655146167037,-1.23325,0.610477,-1.27186
16128655146175472,-1.23325,0.610477,-1.27186
16128655146183775,-1.23325,0.610477,-1.27186
